youtube ID, start seconds, train/test split
0LMtUJDoYgE,30,Train
0LNrs261KaI,21,Train
0LNrs261KaI,58,Train
0LRk9jL4PbQ,195,Train
0LkfS8grYsM,30,Train
0LcEgY3DouU,140,Train
0LqegmkmcmA,17,Train
0M5o46rZiLA,11,Train
0MCZvFAWFIA,30,Train
0MUXD282O_0,0,Train
0MsA234Dvb0,30,Train
0MYkf5Kw78s,30,Train
0MuNpkrgs5s,30,Train
0Myp1uH332M,71,Train
0Mzdxr6F58I,340,Train
0N3bFducxuc,30,Train
0NNBSfcYBwQ,150,Train
0NQ4q4Dzctg,5,Train
0NQwdcBXaVI,13,Train
0NY8qn7Drus,252,Train
0NZLG7HMiLg,590,Train
0O9l7w_5tB0,30,Train
0CvAFdtyVlo,39,Train
0C_OWfuixCI,30,Train
0HHcZtiemS8,160,Train
0Hi83aL-4do,30,Train
0IUYX39tlGs,43,Train
0JE4WXw4VFs,32,Train
0N0C0Wbe6AI,30,Train
0N6S5OoG7Vg,150,Train
0N9EN0BEjP0,430,Train
0O463Ft4mVY,80,Train
0OBgLDh6X84,0,Train
0OFlTh2_Obo,30,Train
0OGDEke4-Do,130,Train
0ORvUZF6V7w,46,Train
0OVvL_hk2Iw,30,Train
0OY4I99EZVU,30,Train
0OZ985n1Q1s,5,Train
0OZ985n1Q1s,19,Train
0OaHMbusU60,7,Train
0ObHwIOY0D8,872,Train
0OnipS0ueAs,27,Train
0OpxkRRNY7s,30,Train
0OriTE8vb6s,150,Train
0P-BIRNNJXM,34,Train
0P-D0eLQEMU,63,Train
0P-D0eLQEMU,92,Train
0P01HpD3Hsg,30,Train
0P7Aq1ARTBk,174,Train
0PGINPWtn20,20,Train
0PGZgpC4KQk,139,Train
0PZQL-Msz0s,30,Train
0PfJoKmssR0,363,Train
0PkWGQNub0k,8,Train
0Q93DLTA4Gs,29,Train
0QBjH8gIf1I,90,Train
0QZQ4LyDmV8,2,Train
0QdW02J2hRQ,326,Train
0QdW02J2hRQ,342,Train
0QnlUPpLxFc,7,Train
0R1fT3JV2Yw,15,Train
0R6jogQYIQw,75,Train
0R8PbcDGQfQ,93,Train
0RBb9XxmCYA,50,Train
0RHZd1P_H2s,240,Train
0RN4IMxl7Ng,53,Train
0RS8hcUxcx0,13,Train
0RgNwWhZKXM,10,Train
0RnlwTDm_4g,561,Train
0Rpw7o2B0UQ,2,Train
0Rqa18lmDtw,153,Train
0SKrqLzuLp4,110,Train
0RurXUfKyow,4,Train
0SUtleWQbYA,40,Train
0SX8oyvqIUk,295,Train
0SX8oyvqIUk,381,Train
0Sam3gPcYLk,30,Train
0So9wtxa8OI,34,Train
0SsaL_YNyjY,30,Train
0Stq3XQqmYE,10,Train
0SuTzbPSwfU,10,Train
0Sv7XUGjBwc,310,Train
0T4CRDYrwpk,90,Train
0TBt0al3ITY,30,Train
0TQQn_S8ZDM,30,Train
0Tb3_g47768,28,Train
0ToLw8_tDuo,232,Train
0TqOnQyMK_Q,97,Train
0TuhcsOwEEs,64,Train
0VhqAZVn-bU,117,Train
0VuwrRTt12o,190,Train
0W1sNicXboU,60,Train
0WIxXg4QzJY,30,Train
0WLZoOhg4LE,3,Train
0WLZoOhg4LE,94,Train
0WwxN4pYDcg,14,Train
0WltuWee7VM,165,Train
0Y8TTBlRKkQ,330,Train
0YFAHMFLK-g,46,Train
0YLUmiMFWx4,19,Train
0YZfMauT22g,10,Train
0YIyGEM0yG0,550,Train
0YwpNBdx40A,13,Train
0YwpNBdx40A,56,Train
0YyA3W-SVUg,30,Train
0Z8SmdP_MpA,212,Train
0ZGt4GjihSY,30,Train
0ZJgVZsadxU,0,Train
0ZP_JGQbwPw,30,Train
0ZRnY1i1BjQ,10,Train
0ZVII_Np0ME,2,Train
0ZWyUHhTpuE,30,Train
0ZaMQbP7Etc,7,Train
0Zba9Zn_KAQ,32,Train
0ZmTO_o8WlM,24,Train
0Zba9Zn_KAQ,44,Train
0ZsFIMrAhls,592,Train
0ZtjiRv8-RM,40,Train
0ZwbcEBTBhE,18,Train
0ZwbcEBTBhE,90,Train
0_3dkIoHUt4,105,Train
0_HnD-rW3lI,170,Train
0_Kcz4ngESQ,57,Train
0_LNki_ktE0,30,Train
0_RiXhTYRp4,30,Train
0_XiPpx3bE4,116,Train
0_kuKQlFKZg,0,Train
0_tKs2LX0NQ,64,Train
0_tKs2LX0NQ,130,Train
0aGWaUeZJHw,0,Train
0aGA6Xdx-B0,17,Train
0aKYFdbqjHc,32,Train
0aLNF7aDMQI,32,Train
0aPwSLMzze4,5,Train
0aQJ0cPDA4Q,13,Train
0aWak6IRE-w,30,Train
0aaLWD7TUSU,30,Train
0avasiE6NVU,173,Train
0b06i5LzIFw,26,Train
0b5pY41n1XI,54,Train
0bISD6Q8cQs,30,Train
0bJgHzGSqK0,2,Train
0bLMWd1bSVI,590,Train
0bW0VveFFEk,110,Train
0bdB2FBXY98,1,Train
0bj1ynHjnR8,26,Train
0bo80EY9R1c,30,Train
0bpNpL1iE9U,6,Train
0btuzlmDZm0,17,Train
0c3075b7TJU,30,Train
0bsklcZwEns,290,Train
0c5NSFnMYfk,12,Train
0c7SAYJGxjM,30,Train
0cKLvC1OLlk,6,Train
0cLsy6ST01c,32,Train
0c_zFIRXgok,28,Train
0cgVlzI7hsU,4,Train
0d5Y3zRJJkw,5,Train
0d1iyGDQJLM,86,Train
0d9u2CymIxc,130,Train
0dCfJew75yU,195,Train
0dCq9FqAZRM,90,Train
0dQdHhQ-fYI,104,Train
0QnlUPpLxFc,18,Train
0RN4IMxl7Ng,68,Train
0TqOnQyMK_Q,114,Train
0TvxfC413RI,4,Train
0U6ebFYFPjk,30,Train
0UEClS6XhZ0,30,Train
0UEWX-2epho,269,Train
0UIKha7laMU,370,Train
0UKzyBqyhGc,27,Train
0UN02RkbG_U,7,Train
0UamIDdeiVM,21,Train
0Ubv-aJ5HrA,387,Train
0UamIDdeiVM,33,Train
0Ui0shNtHfY,30,Train
0VHVqjGXmBM,30,Train
0VPuWBiObdY,43,Train
0VWFDW8-XAk,30,Train
0WL1gKM13mY,84,Train
0WTf_N9NPDw,23,Train
0Wkk9iNzA9c,30,Train
0WrtxG1kIn0,30,Train
0WwxN4pYDcg,25,Train
0WxVVyGB2C4,30,Train
0WltuWee7VM,31,Train
0X9wj5DvYnA,10,Train
0XCcQjayRWU,30,Train
0XDEooC1h7s,0,Train
0XMeGiszPYE,30,Train
0Um0epSQe8I,18,Train
0VPuWBiObdY,82,Train
0WR6BPNosE0,40,Train
0WYNKaXiOVM,130,Train
0X7NJRFQKkA,30,Train
0XR0EQBxzZk,30,Train
0XSNrKgA94g,30,Train
0XUauSOwvzk,30,Train
0X_JuKcjmf4,42,Train
0OxSZSEWHoU,159,Train
0Wzh7Hou30s,175,Train
0XbqYXFS3I0,10,Train
0XbqnVocHNE,30,Train
0XcOI-i6DI0,2,Train
0XcjJJY43WM,10,Train
0YDi-tsfCfk,8,Train
0YFAHMFLK-g,87,Train
0ZsFIMrAhls,161,Train
0ZxpQ87jdgQ,37,Train
0ZyO42c3QEE,210,Train
0_J0BWiW7-k,12,Train
0_O6nVfnCH8,210,Train
0_XiPpx3bE4,3,Train
0aA8V88_djQ,10,Train
0aEBPBTqMmw,10,Train
0aGWaUeZJHw,12,Train
0aJZPu-3anY,22,Train
0aROM-YT000,234,Train
0ahhxNdzxJo,10,Train
0ajn7pWlfgI,249,Train
0b084BNVJHU,30,Train
0cKLvC1OLlk,33,Train
0cjluZLFbp8,176,Train
0deFRA94-oc,30,Train
0dlY1YhexCw,350,Train
0dpVZAeYU2E,90,Train
0dxxgy3H8sQ,224,Train
0dyDvyCf-d4,463,Train
0dzoVih8j3g,75,Train
0dzoVih8j3g,132,Train
0e4OKN5XU4Y,30,Train
0e7-mNDgIXw,135,Train
0eCN_QYvtJ4,28,Train
0eG0h--CsUk,14,Train
0eNfQDAbn_Y,20,Train
0e_96pcTzKQ,30,Train
0f0Rq7e5yX8,160,Train
0f2Q2J0AwQQ,377,Train
0f7xNTI7DE4,20,Train
0fCvDXYSsyg,70,Train
0aROM-YT000,180,Train
0dQdHhQ-fYI,218,Train
0dUL0EweBEY,423,Train
0eG0h--CsUk,28,Train
0eh6nrcI2Zg,11,Train
0eh6nrcI2Zg,84,Train
0ekI6l9aRmc,41,Train
0eod1gNWwzI,20,Train
0fM3KsrIA30,386,Train
0fM3t0eUTW0,14,Train
0fM3t0eUTW0,28,Train
0fwYitsdI98,170,Train
0fwYitsdI98,451,Train
0g1_MNDuI2A,30,Train
0g2N9MU9rYc,9,Train
0gIAKjbSWZA,10,Train
0g0XO2mbFwo,30,Train
0ge-wKTSBnE,20,Train
0gz4Ff4pe9E,70,Train
0hAK5f1tDok,30,Train
0hBCiuL_iFw,533,Train
0hCiGC4c97g,33,Train
0hEoO18EH6I,120,Train
0hR2uNzj9OI,20,Train
0hbWV3wGZS8,20,Train
0hu4RD8klFk,150,Train
0iKCosDXJUk,77,Train
0iXsvAUguaQ,33,Train
0ics7pTH64c,30,Train
0idAn0WAn8U,9,Train
0ih7brz--Pw,26,Train
0irxtsd3mvw,130,Train
0izHOfrwPn4,180,Train
0izj5OZGtg8,30,Train
0jCTBa8cSKc,30,Train
0jU7Aon2p4k,13,Train
0jU7Aon2p4k,24,Train
0jnJA3sYNpo,472,Train
0jrsmryRhBQ,654,Train
0k4M0cXy5JQ,180,Train
0kEC2bkQWy4,1,Train
0kN32Qh44SY,7,Train
0kQnr62Qif4,0,Train
0kQkVbOikzQ,4,Train
0ktrXv5sR4s,230,Train
0kisUzGoKg0,12,Train
0kuIP7fLNpM,90,Train
0kvHK7YZ5jM,188,Train
0kueqaUidvk,0,Train
0l7iJNW1sBI,65,Train
0lDnY6pVqqY,12,Train
0lFaVaMEFJY,20,Train
0lej0B9bL2U,30,Train
0lPcHRhXlWk,30,Train
0m3kYCMUuCk,0,Train
0m1PgPJ9QPY,0,Train
0m9QkjCVwcU,30,Train
0mJjxzzrvkc,7,Train
0mNO54fXkoI,43,Train
0mNvPaqfwUI,220,Train
0ms8GQ5eiho,22,Train
0nDARh773FA,78,Train
0ms8GQ5eiho,10,Train
0nPbMeub5HU,330,Train
0nPtStqMn3Q,109,Train
0nPtStqMn3Q,143,Train
0nUN4YbD2WM,55,Train
0ngvZXYdmdI,1,Train
0nUN4YbD2WM,1,Train
0nib7bMm8BA,15,Train
0nm88Gua72g,20,Train
0o8e5SzQgaw,336,Train
0oOoqxsMkXs,20,Train
0omtm408iqo,100,Train
0onKcFY1Tu0,2,Train
0oq3D08jq90,0,Train
0oeTAhXU6AE,30,Train
0oqLJ0xN_T8,14,Train
0oqLJ0xN_T8,4,Train
0oy8C07tqpk,995,Train
0p-CCRfgnTU,105,Train
0p-KmzyVg-s,2,Train
0p81MDYoOKc,25,Train
0pNLmwA8DdI,430,Train
0pOGBc15H3A,269,Train
0pOGBc15H3A,351,Train
0pPUnHDRRnI,30,Train
0pVVHIc0Y5I,174,Train
0pYpyy1VXdM,80,Train
0pg0Vi-AxHw,8,Train
0pmz7Vw7IRI,10,Train
0pZJa-qmiUw,150,Train
0pvTQC97Y50,92,Train
0pyewsDMlcA,40,Train
0pzlBjgnUi0,200,Train
0q4FlUA0p7s,150,Train
0q8oTPqfEMw,1631,Train
0qKbT64JbTA,2,Train
0qO-SA89Owg,25,Train
0q_hj4WxkJc,73,Train
0qhLBcvreA8,7,Train
0qsouD5bZrI,30,Train
0rJL5ipcvRk,65,Train
0rKz4unZteU,63,Train
0rhb_K228gA,105,Train
0rhb_K228gA,135,Train
0rjHjFwsntQ,39,Train
0rjqUCB5bSo,0,Train
0rw4B9Xze28,40,Train
0rrcR5ML7aI,30,Train
0ryPRIVhSco,23,Train
0s1uXHl5_8k,30,Train
0s2r6Tw6GlA,1,Train
0s4KwPvpnPo,15,Train
0s4KwPvpnPo,25,Train
0sFKwxue2iw,20,Train
0sIYpf3_JWQ,3,Train
0sHasJJA9d0,10,Train
0sLZVWnr_YA,3,Train
0sJWC9-BXu4,4,Train
0sQ0-onguXs,7,Train
0sREKfYyiWE,48,Train
0sY7DgRSwwo,19,Train
0sREKfYyiWE,76,Train
0s_oO74q1jM,18,Train
0seofZmF350,270,Train
0slyl34xWug,10,Train
0t4YMwSPEx0,100,Train
0tNhTJc9hPk,30,Train
0tOG8NWvWro,30,Train
0tRkJ1CppTA,19,Train
0tRkJ1CppTA,40,Train
0tVAvtqtKM0,319,Train
0ti14lvd2Aw,0,Train
0teMcpgy9Jo,58,Train
0sjF_jG4-B4,30,Train
0u0ulHN6PGw,11,Train
0u2CYqdYlCY,2,Train
0u2CYqdYlCY,142,Train
0u3ViA0JEtw,10,Train
0u89nA_BPoI,30,Train
0uI87987x4A,3,Train
0uI87987x4A,13,Train
0uMfGF-Hsck,130,Train
0uOCCKQ3jQk,19,Train
0uOCCKQ3jQk,38,Train
0uPnviLdUtc,2,Train
0uab4-3d6MM,30,Train
0ucUXDZiYUM,18,Train
0ujAsg9Je5k,30,Train
0ulzEfgbj0g,30,Train
0upP8cF_LY0,17,Train
0ut4if4B6zM,56,Train
0v5-ugFcAIQ,530,Train
0v7tlKlPswI,24,Train
0vC_cm4mv9I,10,Train
0vJ9IdwDZgI,30,Train
0vLdI8Hohh0,15,Train
0vQuT1uJbE4,10,Train
0vS7y5mBbco,50,Train
0vdt2Q3gpOI,4,Train
0vnCkV8LhGc,18,Train
0vtn8NhofOw,186,Train
0vuejQjGkB4,30,Train
0vuYTciHVSE,8,Train
0w7pCxwXzVc,120,Train
0w9PLY1owzk,108,Train
0wLnf2NhnI8,5,Train
0wPxYGq1y1Y,30,Train
0wSIUkC0agk,39,Train
0wX4v258xpg,25,Train
0wqZM5o6Woc,14,Train
0wt8nWs1fTE,269,Train
0wy78IeJDEY,242,Train
0wzTLt2GCWU,150,Train
0x9TnOQ5Nhw,20,Train
0xDlT_u31fg,30,Train
0xVM4aqaPMc,1,Train
0xbnKT0lTZY,7,Train
0xh034vi36A,80,Train
0xjrw60KFh0,140,Train
0xzbWmrJCa0,30,Train
0y4121WTEIQ,62,Train
0y8holzjSWY,27,Train
0yBH0HeVBD8,36,Train
0yIY0oIFzNA,23,Train
0yIY0oIFzNA,43,Train
0yTG1Yrnmak,30,Train
0yaRfL3Eplo,376,Train
0yhJkW4lwdI,100,Train
0ylskGarjLg,410,Train
0yraX-pTtP4,10,Train
0yrfK7Rwbns,30,Train
0yzU5q-qcso,3,Train
0zV7DNJNFH0,17,Train
0zaoTSKR5eo,14,Train
0zjb1cI6aEs,13,Train
0zrWthXnRWQ,0,Train
1--GDPNSdlk,9,Train
1-2zGkXe070,98,Train
1-33kp0yEcQ,30,Train
1-4xqkRfFFc,90,Train
1-6Jbyv8ne0,10,Train
1-9ryaEsFc8,1,Train
1-9ryaEsFc8,29,Train
1-Dt0klgP9M,100,Train
1-EDbzIS6Tw,7,Train
1-J5ByJcrc4,66,Train
1-T4A6yQDE0,67,Train
1-_4gMuFCqU,23,Train
1-UF6bN0ew4,272,Train
1-_4gMuFCqU,40,Train
1-feQHDL-Qo,30,Train
105jcl-jhK8,30,Train
107_aDOX5iM,30,Train
10JMr_3UN0g,30,Train
10Y5oGN2J30,142,Train
10d160Gt4Ms,2,Train
10lYkh-LDpI,30,Train
10Ohgn7gfI0,60,Train
10s8Y6nK_6M,8,Train
10wJIOtp9S0,29,Train
10yXy1PeMp8,15,Train
11-Ssvvlsd4,11,Train
1135eQaRmVQ,25,Train
119RcOlMczE,250,Train
119RcOlMczE,268,Train
11Q6m6s7ddY,87,Train
11Q6m6s7ddY,100,Train
11V8CO7-Ok8,160,Train
11f6mnVxAm0,110,Train
11f6mnVxAm0,471,Train
11iC12u254Q,30,Train
11ruZHgyTKM,30,Train
11sEP1xzI-U,230,Train
11yzfOhTjb0,30,Train
126AbihZt28,9,Train
12IRHuunumA,30,Train
12LeM3284C8,28,Train
12T-9dLEbY8,20,Train
12Waey-WFJU,231,Train
12dYN4J6yjA,35,Train
12lHWBzDR9E,30,Train
12jLSviVwkY,50,Train
12niFjIVJh4,17,Train
12oTdzzK-OI,39,Train
12tsmtyIALQ,9,Train
137Af5KGX88,26,Train
13J_WcKx3Qo,60,Train
13Pfn4jWqB4,2,Train
13QmjxuFlBI,85,Train
13RgowkCHvs,30,Train
13X5JrQ6thU,154,Train
13k8j37ktV4,40,Train
13qSY8igEmQ,7,Train
145N68nh4m0,130,Train
14CQWFGvQqg,121,Train
14gkYaVctY4,100,Train
14XML4NbS38,5,Train
14ilaCAChTI,39,Train
14ilaCAChTI,69,Train
14jAozNsNsc,1,Train
14jcqHjMXcI,0,Train
14lBeX_dOHU,234,Train
14r6ekQ-oJE,47,Train
15703UC_0b0,138,Train
15GXea-bu8o,42,Train
15SMY7VasG0,21,Train
15SMY7VasG0,36,Train
15kKOFwUq9I,4,Train
15nVe6RwUNM,19,Train
15kKOFwUq9I,44,Train
15oE2gH90Uw,10,Train
15oOGuYUNhg,32,Train
15oOGuYUNhg,7,Train
15zkG9rNDx4,23,Train
16By2WkNjF4,78,Train
16Eg3MeUHrI,30,Train
16JBEUROS0M,20,Train
16dra39LZYY,530,Train
16iyjFCwta4,30,Train
16th_TIPv84,30,Train
16zL8LYo7aU,203,Train
17CpJxlwzNg,30,Train
17-jQfwBk44,202,Train
17L2VkXtcQ0,30,Train
17NWn9aa2DU,93,Train
17Qs8fzt8jU,3,Train
17T30qVLWcY,31,Train
17Uo6CvCIRg,30,Train
17ViI9Y_3S8,32,Train
17a5F4htdqs,51,Train
17aI77MmxYM,40,Train
17budAttRBk,30,Train
17xizLfkpa4,30,Train
18212B4yfLg,80,Train
182KslkLu0o,14,Train
184r9rgtnew,24,Train
18AC5qDvkbI,57,Train
18IpqzEBKtY,90,Train
18KaShe9H5E,5,Train
18Jx-R2aq1M,220,Train
18ToO9HEPJw,220,Train
18aaA2efGng,370,Train
18h4qhhgjgI,30,Train
18iIh3lJvjY,74,Train
18r-Vtspi8g,30,Train
18wCo_UbwTc,18,Train
18rM7nNvjD8,150,Train
18wCo_UbwTc,28,Train
190Psk1FZEc,93,Train
190Psk1FZEc,32,Train
19345dVW8Ak,66,Train
198x-X_aaIo,70,Train
19RGYncQzlo,10,Train
19RGYncQzlo,156,Train
19TjZrYIMWk,580,Train
19U_xEyytHI,30,Train
19VvB1fUaZU,30,Train
19WabxHdpQ4,123,Train
19WabxHdpQ4,109,Train
19ZBDvkTSfA,1,Train
19qNZuPUkcY,30,Train
19zmsf4ZGIk,20,Train
1ABFvD9mp8Y,8,Train
1AMK_sDyOys,26,Train
1AUdtVJJR8Q,120,Train
1AZ1GiBsPoE,30,Train
1Aft2vzWzdQ,220,Train
1AjYKvdjOJM,6,Train
1AmLPfJewkc,352,Train
1B-RuZgSqf8,30,Train
1B4bbn5MePM,127,Train
1B4bbn5MePM,176,Train
1BPgkxbbmvM,360,Train
1BRBKVZj0RI,94,Train
1BTrRnoPvnM,120,Train
1BZWUrkr2pw,90,Train
1BZXQKs5yoM,50,Train
1BZXQKs5yoM,100,Train
1Bn0IuUuMI4,49,Train
1Bn0IuUuMI4,17,Train
1BwO2S8XiOk,60,Train
1CDReVzF9yY,10,Train
1CElnrcR1Vg,21,Train
1CLvDFVL8J8,50,Train
1CPpdj9ffMo,7,Train
1CPpdj9ffMo,17,Train
1CRvPsMwqrc,30,Train
1CWxb3MLSuo,19,Train
1CgGS3tO9Qs,30,Train
1CrJb4g3ZIU,30,Train
1CrwTaytng8,30,Train
1D4LxbOVn1I,30,Train
1D9cqLzTDWU,200,Train
1DDz9s8d4YY,260,Train
1DOk2uNZwTI,30,Train
1Dd3CazyXTY,19,Train
1DedKHtknnw,20,Train
1DedKHtknnw,30,Train
1DqCNuc9OFg,21,Train
1Dq_uP5slrU,123,Train
1DqgayW8Gg4,132,Train
1DzhFZ_RnSM,440,Train
1EH6atYydBc,90,Train
1EN0zAegNKI,12,Train
1ETrMAVZdY8,30,Train
1EUE2fs-hZA,60,Train
1EWkwWXwI1g,210,Train
1EjuEMWlYxg,30,Train
1EpMHiPQMbc,37,Train
1EqnXSQQktE,275,Train
1EqnXSQQktE,295,Train
1Eqq8JVTQ2Y,0,Train
1EziuZrqP1U,20,Train
1EzrXW59irA,0,Train
1F-jIu9oy6A,60,Train
1EuGaYmvlXM,170,Train
1F4iRdLC-gA,186,Train
1FEvv8hgkO4,2,Train
1A8awXjHQpk,410,Train
1FS5BxDeZkE,3,Train
1FVUQHoHQx8,22,Train
1Fezl5GCee8,155,Train
1Fh1KK8-JTE,16,Train
1Fp3Hj5j1zE,15,Train
1G20_5e_WgI,30,Train
1G7SoQYB7vs,39,Train
1GBHjafHZKY,70,Train
1GBHjafHZKY,124,Train
18HRNQyo9mg,25,Train
1GCzEAELChA,77,Train
1GJy7Bmh25Q,251,Train
1GQwM2VYRUY,0,Train
1GVBLLJ4JaA,20,Train
1GrnH2oei0A,3,Train
1GyQ1BMdB5k,20,Train
1H6sOay0DWw,30,Train
1H9FXaG1u78,0,Train
1GMxOlL8z_w,30,Train
1H9FXaG1u78,32,Train
1HAGey29LS8,131,Train
1HO3-99m7FY,28,Train
1HO3-99m7FY,1,Train
1HSic6L-wtE,30,Train
1HU4rzVD5Sc,0,Train
1HX4IBKQurA,5,Train
1HY_SqhdK8g,51,Train
1HfXI5zI6Jg,90,Train
1HjLZ3k2osI,90,Train
1HsuNROpMNM,28,Train
1I3JArEMMus,30,Train
1HyG7ofKPlI,30,Train
1I8-xUNuxU0,108,Train
1I8-xUNuxU0,75,Train
1IIzopcjBAs,25,Train
1INnQRgjdFE,190,Train
1IYXVc7UO6g,101,Train
1ID2Zif6okE,30,Train
1Ir8Bw7CBIw,3,Train
1Ir8Bw7CBIw,24,Train
1IrbIhduwYQ,10,Train
1J4Rl7r4pbc,30,Train
1JAWJWRfr9U,0,Train
1JHDfr1tCsA,30,Train
1JQnaf1JdWU,5,Train
1JKQ705BpyE,170,Train
1J_j6c2uQaM,30,Train
1JdQ9aT82fs,90,Train
1JceFTGAW2E,94,Train
1JnWjTxtU0g,35,Train
1JsIcP2nXMw,108,Train
1JvgWKCR3uI,30,Train
1JoxC3xZADE,81,Train
1JwVzXl_HNE,10,Train
1K4lWvXjd-I,10,Train
1KBW-5giOhM,13,Train
1KBW-5giOhM,26,Train
1KJek9KlHXs,184,Train
1KJek9KlHXs,162,Train
1KZ0cJhqmW4,60,Train
1Kb6GNZClSM,140,Train
1KfFRCUvbSU,78,Train
1KfFRCUvbSU,89,Train
1KtXvqCalbo,283,Train
1KpvQAM14Ic,30,Train
1KtXvqCalbo,322,Train
1KuKjf47LW4,30,Train
1Kxgh-Eciz0,30,Train
1L-dRAzdp5g,65,Train
1L0KcOi1tNE,15,Train
1L4m4IIRjqM,36,Train
1L7Fs2l7bXA,3,Train
1L7Fs2l7bXA,29,Train
1LGQ1dUHT0Q,0,Train
1LBBA76-TuQ,320,Train
1LMjHB2wFdU,258,Train
1LMIvmMa4n4,2,Train
1LPXn3S-l8U,370,Train
1LTnydTiaQI,32,Train
1LZstiTtzyU,52,Train
1Lf8Fr7huOM,50,Train
1Lv9fuoDH0A,45,Train
1LyHRyXpz4g,15,Train
1M2urEuFJzg,100,Train
1M73XvTFSNY,0,Train
1MDP9gGy2y8,0,Train
1ML5am3fmR8,6,Train
1MEX_aACd00,470,Train
1MOdR0EepHI,13,Train
1MPwoS-R83A,30,Train
1MOdR0EepHI,40,Train
1MiC38oxhks,30,Train
1MsmkXkW4GI,102,Train
1MlgXBFnJl8,44,Train
1MvkvnEaWCg,5,Train
1N214yZlcWA,9,Train
1MzQNQLRvLo,40,Train
1NFBFAiqKDc,860,Train
1NMBzLkKUok,29,Train
1NMBzLkKUok,12,Train
1NPKK-cESck,20,Train
1NQqOiGTUWw,8,Train
1NQqOiGTUWw,20,Train
1Nae6R9tz98,5,Train
1NiNZ9jXr-c,5,Train
1NlKUEW7PKU,0,Train
1Nm7UqNx9zs,61,Train
1NqprCWM3Dc,229,Train
1NwoL7fn1Qk,40,Train
1NzhbaUyDjY,167,Train
1O-WeYTRS4w,370,Train
1OB2TC-aAqY,30,Train
1OMV2I8bwNM,11,Train
1OMUQwqU5L8,180,Train
1OPYPx3M94I,30,Train
1OTaswv9WyU,42,Train
1Okv_hyEqQE,117,Train
1Okv_hyEqQE,311,Train
1Opecl-HKzY,12,Train
1OvtyRzKVso,30,Train
1PAL-a2MnQk,213,Train
1PCkIkolqy4,30,Train
1PPn02f5M2U,3,Train
1PS-cC_7Cac,306,Train
1PV6TCRQTok,30,Train
1PVIOZ2_YyQ,87,Train
1PVIOZ2_YyQ,139,Train
1PZC1Sz9XFM,10,Train
1PkLB9AzpDs,772,Train
1PnHN8xkyiM,30,Train
1PxUE4YchxU,92,Train
1PxUE4YchxU,131,Train
1Q07ExaneBM,16,Train
1Q07ExaneBM,37,Train
1QBsc_IXg8U,750,Train
1Q4cQbjLcV8,13,Train
1Q62BfOH1sw,442,Train
1QJKckS71lk,230,Train
1QRtdNmTf8g,30,Train
1QKk--6V0NE,5,Train
1QWd2fVos8s,104,Train
1QSpMuxzvkE,160,Train
1QtsF8qkX1Y,70,Train
1R9oQMMFc24,18,Train
1RAcDEFEszA,93,Train
1REqu6Qc7Og,110,Train
1RhCZdabo4k,30,Train
1RNq7dbRpWU,16,Train
1RlJ7dvh5uQ,18,Train
1Rqd93fRmrc,30,Train
1Ru7Ucs_Ahk,50,Train
1S9eqzFk-IE,80,Train
1SBP-Dy8_II,119,Train
1SCKt2gaEmU,8,Train
1SPu2hsIhDw,167,Train
1SS2znsKaBA,30,Train
1SJFTbu1abo,42,Train
1SWWavOtDqY,43,Train
1SzZo59-_5U,60,Train
1T1PLOWu65c,250,Train
1T9jjPQxRHE,69,Train
1T9Q9gMJiis,133,Train
1TKMjjF35Nc,40,Train
1TNP5EgCDME,0,Train
1TOoavfKAEs,20,Train
1TPceiqJozU,7,Train
1Tg9VvRZN5k,30,Train
1ThR5mxcU6k,14,Train
1TioqrwHUzs,30,Train
1Two_xvVcFw,12,Train
1TvSxv6aql8,430,Train
1TzUCuD8ABQ,30,Train
1UB94O0p1Ls,130,Train
1UB94O0p1Ls,140,Train
1SzaJobeldE,30,Train
1UUm76cH6gI,30,Train
1UXkMZNI5o4,373,Train
1Uwm_DuNVu4,2,Train
1V4IucKeWFU,7,Train
1V4IucKeWFU,149,Train
1V4dOLDD02Q,5,Train
1V65GzuCqaw,30,Train
1VA1HlxgKm4,19,Train
1VEkhp11CcM,98,Train
1VHec6IKFkc,14,Train
1VHm2PacRWc,20,Train
1VIl_KgZRVg,6,Train
1VIl_KgZRVg,24,Train
1VPLhdQgQyE,2,Train
1VQZAJgvzWI,30,Train
1VmCjffg5yE,53,Train
1VmCjffg5yE,40,Train
1VmptPRg4Qk,29,Train
1Vn7SftZxS4,30,Train
1Vs2oGm_EMg,30,Train
1VynTpWC2Uo,26,Train
1W-i57MQ-zQ,590,Train
1W-i57MQ-zQ,237,Train
1W0SV_bdFnY,30,Train
1W51L9WozWk,496,Train
1WCxPKkqFoM,30,Train
1WGfcIOLUK8,30,Train
1WIXpipiyrY,180,Train
1WLMVX_Y2Pk,18,Train
1WLMVX_Y2Pk,213,Train
1WNEDlCcBCQ,240,Train
1WVuvMIKi7o,50,Train
1WWPdIr91b8,0,Train
1WYMOua6Bj4,80,Train
1WbvSHeHf5g,45,Train
1WbvSHeHf5g,95,Train
1WfkN0b-ivo,374,Train
1WfkN0b-ivo,287,Train
1Wi9AlhuIoI,0,Train
1Wnb3kLSVvU,76,Train
1WzI9RX3CnE,290,Train
1X-0X1gbZvM,30,Train
1X5JrJwNOZw,30,Train
1X7xYiJBaow,260,Train
1XO0SqsZhHU,30,Train
